anio,fecha,tienda_id,nombre_tienda,ciudad,estado,tipo_tienda,canal_venta,categoria,producto,marca,precio_lista,descuento_pct,precio_final,cantidad,ingreso_total,es_black_friday,es_cyber_monday,es_black_november,es_promocion,tipo_promocion,segmento_cliente,canal_pago,dia_semana,es_fin_de_semana
2024,2024-11-22,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Online,Alimentos,Chocolates Hershey's surtidos 1Kg,Hershey's,19.57,53.84,9.03,2,18.06,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2023,2023-11-08,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Online,Tecnología,Samsung Galaxy Tab S9,Samsung,772.41,0.0,772.41,2,1544.82,0,0,1,0,Sin promo,Joven,Tarjeta,2,0
2023,2023-11-17,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Ropa,Pijama polar infantil,Wonder Nation,42.29,38.83,25.87,1,25.87,0,0,1,1,Black November,Adulto,Tarjeta,4,1
2023,2023-11-24,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Belleza,Maquillaje Maybelline set ojos,Maybelline,31.67,0.0,31.67,3,95.01,1,0,1,0,Sin promo,Joven,Tarjeta,4,1
2024,2024-11-22,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Electrónica,Sony PlayStation 5 Slim,Sony,514.75,34.17,338.88,1,338.88,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2023,2023-11-24,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Online,Electrónica,Apple iPhone 15 Pro 128GB,Apple,1269.95,63.52,463.25,2,926.5,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-21,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Ropa,Leggings deportivos mujer,Avia,47.46,38.58,29.15,3,87.45,0,0,1,1,Black November,Adulto,Online Pay,3,0
2024,2024-11-22,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Online,Electrónica,Apple AirPods Pro (2nd Gen),Apple,245.64,48.0,127.74,2,255.48,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2024,2024-11-25,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Online,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,569.52,32.72,383.18,1,383.18,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2024,2024-11-22,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Online,Electrónica,Microsoft Xbox Series X,Microsoft,600.13,31.31,412.21,1,412.21,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2023,2023-11-10,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Online,Alimentos,Café molido Dunkin' 12oz,Dunkin',5.99,0.0,5.99,4,23.96,0,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2022,2022-11-25,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Online,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,5.69,33.29,3.8,2,7.6,1,0,1,1,Black Friday,Senior,Tarjeta,4,1
2023,2023-11-05,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Electrónica,Sony PlayStation 5 Slim,Sony,626.55,0.0,626.55,2,1253.1,0,0,1,0,Sin promo,Joven,Tarjeta,6,1
2024,2024-11-22,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Electrónica,"LG 65"" OLED 4K Smart TV",LG,1757.31,0.0,1757.31,2,3514.62,1,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2022,2022-11-26,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Electrónica,"LG 65"" OLED 4K Smart TV",LG,1853.42,27.79,1338.4,1,1338.4,0,0,1,1,Black November,Adulto,Tarjeta,5,1
2024,2024-11-09,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Online,Alimentos,Aceite vegetal Great Value 1.8L,Great Value,4.22,12.2,3.71,3,11.13,0,0,1,1,Black November,Adulto,Tarjeta,5,1
2024,2024-11-22,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Hogar,Dyson V11 Torque Drive Vacuum,Dyson,413.05,52.54,196.03,2,392.06,1,0,1,1,Black Friday,Adulto,Efectivo,4,1
2023,2023-11-24,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Tienda,Ropa,Parka acolchada invierno hombre,George,76.97,46.12,41.47,1,41.47,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-15,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Tecnología,Samsung Galaxy Tab S9,Samsung,723.6,0.0,723.6,2,1447.2,0,0,1,0,Sin promo,Joven,Online Pay,4,1
2024,2024-11-22,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,115.95,68.66,36.34,2,72.68,1,0,1,1,Black Friday,Joven,Efectivo,4,1
2022,2022-11-29,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Electrónica,Apple iPhone 15 Pro 128GB,Apple,1274.66,0.0,1274.66,1,1274.66,0,0,1,0,Sin promo,Joven,Online Pay,1,0
2022,2022-11-08,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Juguetes,Jenga Classic Juego de Mesa,Hasbro,30.77,0.0,30.77,1,30.77,0,0,1,0,Sin promo,Adulto,Tarjeta,1,0
2023,2023-11-26,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Belleza,Set skincare CeraVe hidratante,CeraVe,37.12,0.0,37.12,2,74.24,0,0,1,0,Sin promo,Joven,Tarjeta,6,1
2023,2023-11-01,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Juguetes,Hot Wheels Mega Pista,Hot Wheels,33.67,45.98,18.19,2,36.38,0,0,1,1,Black November,Adulto,Tarjeta,2,0
2024,2024-11-24,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,10.93,23.41,8.37,4,33.48,0,0,1,1,Black November,Joven,Efectivo,6,1
2022,2022-11-08,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,62.03,47.27,32.71,2,65.42,0,0,1,1,Black November,Joven,Tarjeta,1,0
2023,2023-11-24,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Online,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,33.46,31.12,23.05,4,92.2,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-22,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',7.41,48.92,3.79,2,7.58,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-15,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Online,Juguetes,Hot Wheels Mega Pista,Hot Wheels,45.56,0.0,45.56,3,136.68,0,0,1,0,Sin promo,Adulto,Online Pay,4,1
2023,2023-11-01,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,723.04,17.87,593.81,2,1187.62,0,0,1,1,Black November,Senior,Online Pay,2,0
2022,2022-11-28,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Online,Juguetes,Jenga Classic Juego de Mesa,Hasbro,29.79,25.11,22.31,3,66.93,0,1,1,1,Cyber Monday,Adulto,Efectivo,0,0
2022,2022-11-27,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Ropa,Leggings deportivos mujer,Avia,21.6,20.82,17.1,3,51.3,0,0,1,1,Black November,Joven,Tarjeta,6,1
2024,2024-11-22,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,26.77,57.83,11.29,1,11.29,1,0,1,1,Black Friday,Senior,Tarjeta,4,1
2022,2022-11-26,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,463.15,0.0,463.15,2,926.3,0,0,1,0,Sin promo,Adulto,Tarjeta,5,1
2024,2024-11-25,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Online,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,768.17,26.39,565.45,1,565.45,0,1,1,1,Cyber Monday,Joven,Online Pay,0,0
2022,2022-11-06,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Online,Ropa,Zapatillas running hombre,Athletic Works,37.27,27.91,26.87,4,107.48,0,0,1,1,Black November,Joven,Tarjeta,6,1
2022,2022-11-07,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Juguetes,Hot Wheels Mega Pista,Hot Wheels,44.94,0.0,44.94,2,89.88,0,0,1,0,Sin promo,Joven,Tarjeta,0,0
2024,2024-11-22,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Electrónica,Apple AirPods Pro (2nd Gen),Apple,193.72,68.86,60.33,1,60.33,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2022,2022-11-27,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Juguetes,Jenga Classic Juego de Mesa,Hasbro,14.52,0.0,14.52,5,72.6,0,0,1,0,Sin promo,Joven,Tarjeta,6,1
2024,2024-11-22,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Hogar,Roku 4K Streaming Stick,Roku,38.31,63.34,14.05,7,98.35,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-02,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Belleza,Plancha de cabello Remington,Remington,48.97,0.0,48.97,4,195.88,0,0,1,0,Sin promo,Joven,Efectivo,5,1
2024,2024-11-22,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Ropa,Parka acolchada invierno hombre,George,90.98,65.51,31.38,2,62.76,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2023,2023-11-11,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Online,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,87.54,43.59,49.38,3,148.14,0,0,1,1,Black November,Senior,Tarjeta,5,1
2022,2022-11-26,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Ropa,Parka acolchada invierno hombre,George,76.42,0.0,76.42,1,76.42,0,0,1,0,Sin promo,Adulto,Online Pay,5,1
2024,2024-11-10,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Online,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,51.38,0.0,51.38,2,102.76,0,0,1,0,Sin promo,Senior,Efectivo,6,1
2024,2024-11-22,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Belleza,Set skincare CeraVe hidratante,CeraVe,16.38,46.18,8.82,1,8.82,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2024,2024-11-09,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Ropa,Pijama polar infantil,Wonder Nation,32.09,0.0,32.09,3,96.27,0,0,1,0,Sin promo,Joven,Tarjeta,5,1
2024,2024-11-03,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Ropa,Parka acolchada invierno hombre,George,117.87,0.0,117.87,2,235.74,0,0,1,0,Sin promo,Joven,Online Pay,6,1
2022,2022-11-25,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Online,Ropa,Zapatillas running hombre,Athletic Works,91.31,53.61,42.36,3,127.08,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-11,11,Walmart Supercenter New York,New York,New York,Supercenter,Online,Alimentos,Aceite vegetal Great Value 1.8L,Great Value,3.47,28.95,2.47,1,2.47,0,0,1,1,Black November,Adulto,Tarjeta,0,0
2022,2022-11-28,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Online,Electrónica,Microsoft Xbox Series X,Microsoft,514.45,58.76,212.15,1,212.15,0,1,1,1,Cyber Monday,Joven,Efectivo,0,0
2022,2022-11-06,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Ropa,Zapatillas running hombre,Athletic Works,31.33,0.0,31.33,1,31.33,0,0,1,0,Sin promo,Joven,Online Pay,6,1
2024,2024-11-22,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Hogar,Instant Pot Duo 7-en-1 6Qt,Instant Pot,116.94,39.95,70.23,2,140.46,1,0,1,1,Black Friday,Joven,Efectivo,4,1
2022,2022-11-03,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,744.37,0.0,744.37,1,744.37,0,0,1,0,Sin promo,Adulto,Tarjeta,3,0
2023,2023-11-19,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Online,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,1157.08,0.0,1157.08,1,1157.08,0,0,1,0,Sin promo,Adulto,Tarjeta,6,1
2022,2022-11-19,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,47.2,44.82,26.05,1,26.05,0,0,1,1,Black November,Adulto,Tarjeta,5,1
2022,2022-11-25,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Tecnología,Dell Inspiron 14 Laptop,Dell,484.3,0.0,484.3,2,968.6,1,0,1,0,Sin promo,Senior,Tarjeta,4,1
2022,2022-11-06,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,68.66,0.0,68.66,4,274.64,0,0,1,0,Sin promo,Joven,Tarjeta,6,1
2024,2024-11-26,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Online,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,747.2,16.46,624.24,1,624.24,0,0,1,1,Black November,Joven,Tarjeta,1,0
2022,2022-11-18,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Online,Hogar,Philips Airfryer XL 4.2Qt,Philips,124.42,0.0,124.42,1,124.42,0,0,1,0,Sin promo,Joven,Tarjeta,4,1
2023,2023-11-27,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Online,Belleza,Set skincare CeraVe hidratante,CeraVe,27.71,46.75,14.76,3,44.28,0,1,1,1,Cyber Monday,Senior,Tarjeta,0,0
2023,2023-11-01,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Tienda,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,5.44,0.0,5.44,5,27.2,0,0,1,0,Sin promo,Adulto,Tarjeta,2,0
2022,2022-11-04,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Juguetes,Hot Wheels Mega Pista,Hot Wheels,43.41,0.0,43.41,3,130.23,0,0,1,0,Sin promo,Adulto,Online Pay,4,1
2022,2022-11-16,11,Walmart Supercenter New York,New York,New York,Supercenter,Online,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,32.89,38.46,20.24,1,20.24,0,0,1,1,Black November,Joven,Tarjeta,2,0
2023,2023-11-25,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Tecnología,Samsung Galaxy Tab S9,Samsung,895.08,21.34,704.1,1,704.1,0,0,1,1,Black November,Adulto,Tarjeta,5,1
2022,2022-11-28,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Online,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,739.11,37.65,460.85,1,460.85,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2023,2023-11-08,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Ropa,Sudadera con capucha unisex,George,65.5,0.0,65.5,4,262.0,0,0,1,0,Sin promo,Senior,Tarjeta,2,0
2024,2024-11-17,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,45.48,24.64,34.27,2,68.54,0,0,1,1,Black November,Joven,Tarjeta,6,1
2022,2022-11-20,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,494.06,28.17,354.91,1,354.91,0,0,1,1,Black November,Senior,Tarjeta,6,1
2024,2024-11-25,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Online,Hogar,Dyson V11 Torque Drive Vacuum,Dyson,390.9,0.0,390.9,2,781.8,0,1,1,0,Sin promo,Adulto,Online Pay,0,0
2024,2024-11-22,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Online,Hogar,Roku 4K Streaming Stick,Roku,79.96,40.36,47.69,3,143.07,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-22,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Online,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,575.3,30.29,401.06,1,401.06,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2023,2023-11-24,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Juguetes,Barbie Dreamhouse 3 pisos,Mattel,218.62,0.0,218.62,1,218.62,1,0,1,0,Sin promo,Joven,Tarjeta,4,1
2023,2023-11-04,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Juguetes,Jenga Classic Juego de Mesa,Hasbro,31.79,41.05,18.74,7,131.18,0,0,1,1,Black November,Adulto,Online Pay,5,1
2023,2023-11-11,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,713.43,0.0,713.43,1,713.43,0,0,1,0,Sin promo,Adulto,Tarjeta,5,1
2022,2022-11-09,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Ropa,Parka acolchada invierno hombre,George,117.75,0.0,117.75,1,117.75,0,0,1,0,Sin promo,Adulto,Tarjeta,2,0
2022,2022-11-25,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Electrónica,Microsoft Xbox Series X,Microsoft,741.24,53.7,343.16,1,343.16,1,0,1,1,Black Friday,Adulto,Efectivo,4,1
2023,2023-11-23,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,7.24,14.74,6.17,1,6.17,0,0,1,1,Black November,Adulto,Tarjeta,3,0
2024,2024-11-22,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Ropa,Sudadera con capucha unisex,George,42.96,44.13,24.0,2,48.0,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2023,2023-11-02,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Juguetes,Hot Wheels Mega Pista,Hot Wheels,31.15,38.9,19.03,6,114.18,0,0,1,1,Black November,Joven,Tarjeta,3,0
2022,2022-11-25,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,7.18,48.35,3.71,2,7.42,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2024,2024-11-02,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,36.8,0.0,36.8,1,36.8,0,0,1,0,Sin promo,Joven,Tarjeta,5,1
2024,2024-11-22,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Online,Ropa,Zapatillas running hombre,Athletic Works,41.87,40.69,24.83,4,99.32,1,0,1,1,Black Friday,Joven,Efectivo,4,1
2022,2022-11-20,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Online,Belleza,Plancha de cabello Remington,Remington,76.94,0.0,76.94,4,307.76,0,0,1,0,Sin promo,Adulto,Tarjeta,6,1
2022,2022-11-26,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Electrónica,Apple AirPods Pro (2nd Gen),Apple,276.63,0.0,276.63,1,276.63,0,0,1,0,Sin promo,Adulto,Online Pay,5,1
2024,2024-11-27,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,52.5,33.5,34.91,3,104.73,0,0,1,1,Black November,Adulto,Online Pay,2,0
2024,2024-11-05,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Juguetes,Jenga Classic Juego de Mesa,Hasbro,26.93,47.88,14.04,5,70.2,0,0,1,1,Black November,Adulto,Online Pay,1,0
2022,2022-11-13,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,769.19,36.22,490.55,2,981.1,0,0,1,1,Black November,Joven,Efectivo,6,1
2022,2022-11-28,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Electrónica,Sony PlayStation 5 Slim,Sony,669.01,27.27,486.59,1,486.59,0,1,1,1,Cyber Monday,Joven,Efectivo,0,0
2022,2022-11-28,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,541.2,58.06,227.01,1,227.01,0,1,1,1,Cyber Monday,Joven,Tarjeta,0,0
2022,2022-11-25,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Juguetes,Jenga Classic Juego de Mesa,Hasbro,19.14,44.5,10.62,5,53.1,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2023,2023-11-05,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,996.53,0.0,996.53,1,996.53,0,0,1,0,Sin promo,Adulto,Efectivo,6,1
2022,2022-11-28,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Juguetes,Hot Wheels Mega Pista,Hot Wheels,43.31,53.62,20.09,1,20.09,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2024,2024-11-11,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Juguetes,Hot Wheels Mega Pista,Hot Wheels,86.03,29.5,60.65,1,60.65,0,0,1,1,Black November,Adulto,Online Pay,0,0
2023,2023-11-19,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Electrónica,Microsoft Xbox Series X,Microsoft,558.69,20.33,445.12,2,890.24,0,0,1,1,Black November,Adulto,Tarjeta,6,1
2024,2024-11-22,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Electrónica,"LG 65"" OLED 4K Smart TV",LG,1436.69,47.54,753.65,1,753.65,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-22,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Hogar,Dyson V11 Torque Drive Vacuum,Dyson,362.03,42.38,208.59,1,208.59,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-16,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Online,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,409.36,0.0,409.36,1,409.36,0,0,1,0,Sin promo,Adulto,Tarjeta,2,0
2024,2024-11-30,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Online,Electrónica,Apple AirPods Pro (2nd Gen),Apple,298.66,0.0,298.66,1,298.66,0,0,1,0,Sin promo,Senior,Online Pay,5,1
2023,2023-11-24,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Ropa,Parka acolchada invierno hombre,George,34.55,40.03,20.72,2,41.44,1,0,1,1,Black Friday,Senior,Tarjeta,4,1
2024,2024-11-29,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Online,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,9.14,0.0,9.14,6,54.84,0,0,1,0,Sin promo,Joven,Online Pay,4,1
2024,2024-11-24,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Online,Juguetes,Hot Wheels Mega Pista,Hot Wheels,48.86,0.0,48.86,3,146.58,0,0,1,0,Sin promo,Adulto,Efectivo,6,1
2022,2022-11-26,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,625.06,0.0,625.06,1,625.06,0,0,1,0,Sin promo,Adulto,Tarjeta,5,1
2023,2023-11-10,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,49.17,0.0,49.17,4,196.68,0,0,1,0,Sin promo,Joven,Tarjeta,4,1
2023,2023-11-10,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Online,Juguetes,Hot Wheels Mega Pista,Hot Wheels,58.9,0.0,58.9,1,58.9,0,0,1,0,Sin promo,Joven,Tarjeta,4,1
2023,2023-11-12,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',5.4,0.0,5.4,7,37.8,0,0,1,0,Sin promo,Joven,Tarjeta,6,1
2022,2022-11-02,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,77.09,39.18,46.89,4,187.56,0,0,1,1,Black November,Joven,Tarjeta,2,0
2022,2022-11-25,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Online,Alimentos,Chocolates Hershey's surtidos 1Kg,Hershey's,10.0,37.38,6.26,7,43.82,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2022,2022-11-07,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Ropa,Leggings deportivos mujer,Avia,56.12,0.0,56.12,2,112.24,0,0,1,0,Sin promo,Joven,Tarjeta,0,0
2024,2024-11-12,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Tienda,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,83.38,48.65,42.82,1,42.82,0,0,1,1,Black November,Joven,Efectivo,1,0
2023,2023-11-19,11,Walmart Supercenter New York,New York,New York,Supercenter,Online,Belleza,Plancha de cabello Remington,Remington,70.33,0.0,70.33,4,281.32,0,0,1,0,Sin promo,Adulto,Tarjeta,6,1
2023,2023-11-24,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Ropa,Sudadera con capucha unisex,George,65.48,34.08,43.17,4,172.68,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2023,2023-11-30,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Electrónica,Apple AirPods Pro (2nd Gen),Apple,227.86,27.17,165.95,2,331.9,0,0,1,1,Black November,Joven,Tarjeta,3,0
2022,2022-11-18,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,4.48,9.64,4.05,1,4.05,0,0,1,1,Black November,Adulto,Tarjeta,4,1
